video_id,author,comment,comment_date,sent_score
lVGJxaogu5A,UC-I3NHumtAPK3gw_G45pDTw,"3:54 - ""Someone can be both Malay [ethnicity] -- a dominant group -- and Christian, a non-dominant cultural group...""  Although this example may work elsewhere, this is a poor example in context of Malaysia, as this will almost NEVER happen /or will never be allowed to happen (politically); as the definition of being Malay [ethnicity] is explicitly defined in the highest law of the land, The Malaysian constitution 160(2) which states: ""Malay"" means a person who professes the religion of Islam, habitually speaks the Malay language, conforms to Malay custom...""",2021-10-05T12:07:34Z,-0.07500000000000001
lVGJxaogu5A,UCMNf_wM-B-b1Zl28PwNWfMQ,"As a Malaysian I feel proud. Culturally we are diverse, though I do wish we can see past our differences and act together as one country.",2021-10-04T21:22:45Z,0.21666666666666667
lVGJxaogu5A,UCNfsYCUp5AcsUjYjBivjnFg,I can tell this is going to be a totally enlightening series and will absolutely not create racial/cultural division through historical struggle sessions.,2021-10-04T20:42:47Z,0.06666666666666667
lVGJxaogu5A,UCky7VKcMJT96wvLzqgBcqSA,Great to see appropriate definitions of terms that are tossed around without much thought 👍👍,2021-10-04T21:05:11Z,0.5
lVGJxaogu5A,UCmS-7hIv2gMZRtKPjWg91fQ,"Well articulated and explained video. Was surprised to see my country highlighted in the thumbnail.  Coming from Malaysia myself, it’s upsetting and disgusting that some politicians in Malaysia hide behind religion to divide and conquer. Often, they equate race to be the same as religion. They even claim the Malay word of Allah to be exclusively used for Muslims only. Holy scriptures and Malay Christian bibles were banned because politicians took claim to language. It’s utterly disgusting. Xenophobia is a cancer in society that needs to be removed.  Thanks for highlighting this. Much ❤️",2021-10-04T20:54:02Z,-0.21111111111111108
lVGJxaogu5A,UC_VDF8TPjPEmOYPTOUia_Gg,Great episode packed with learning opportunities. Thank you.  I wish my social studies courses in high school were this well produced and informative. Bravo.,2021-10-04T21:14:38Z,0.33111111111111113
lVGJxaogu5A,UC0OD3sSzgpZWpMxWVGQQ_qg,"3:54 ""Someone can be both Malay, a dominant group, and Christian, a non-dominant group.""  Oof in theory it should work like that, but in reality religion was never a personal matter in Malaysia.",2021-10-05T13:20:54Z,0.0
lVGJxaogu5A,UCMu0PXwByUR0wZYzRBY9fRw,"We lived several years in the southern tier of New York (not far from Ithaca).  We constantly drove to Toronto, Montreal, Quebec, and Manhattan to get away from the cultural desert that is most of the USA.  We ate real food and sat in cafes and subways and sucked in the different skin colors and languages.  It did not matter that we did not understand many of the languages and did not look like many of the people.   We just needed to see some diversity.  Then we went back to a pearly white place where Taco Bell is considered ethnic.  We left for good 8 years ago.",2021-10-05T14:34:15Z,0.1724242424242424
lVGJxaogu5A,UCWdsXl8uJr8D1neP-z53TTg,"Grew up in Ithaca huh? Given its 10 square miles surrounded by realilty I'm not too surprised you had major culture shock.  FWIW my ex- father-in-law lived in the residential ""schools"" near Hagersville, Ontario. He called it ""The Hole."" He was a tough guy but every time he talked about it, he would start to  shake.",2021-10-04T21:15:20Z,-0.03159722222222222
lVGJxaogu5A,UCZHly6xPPU6AJpPuLVSqcdA,"Welcome to Montreal! I had the same culture shock as you but in reverse when I travelled to New York to visit my friends! (""What?! All the packaging is in English?!"" 😆)",2021-10-04T20:46:44Z,0.30326704545454547
lVGJxaogu5A,UCVi0UndrYrqeSX7o6CBqwWw,I loved the video! Human geography episodes are going to be great .,2021-10-05T11:23:04Z,0.5583333333333333
lVGJxaogu5A,UC6t0eMTkuQV4-_6XHm1oPFA,I'm loving where this course is going 😊,2021-10-04T21:06:00Z,0.6
lVGJxaogu5A,UCqGXVDVuoQJ0q3O5iRDLldg,This was an amazing episode.,2021-10-05T11:09:20Z,0.6000000000000001
lVGJxaogu5A,UC9LTjgNoeo39njl4ZortR1A,"Any proud Malaysian in here? 👐✨  If you are, surely you can identify yourself with crispy rendang 😆",2021-10-04T20:46:30Z,0.65
lVGJxaogu5A,UCbY9IQM9DOGXootgBi_JD-Q,"Hmmm yes, crispy rendang best rendang",2021-10-04T23:14:43Z,1.0
lVGJxaogu5A,UC2faIZEi58AkMU2PWNQsoWg,This was such a great video!,2021-10-04T20:24:33Z,0.5
lVGJxaogu5A,UCBaEAtme_6vomv5ZSGTSdLw,"So important, so necessary. Thank you and keep up the good work.",2021-10-04T22:06:26Z,0.3666666666666667
lVGJxaogu5A,UC8MjED69ge3DQEOVymiYI8Q,"I'm from Malaysia, there is so much truth in this video. The good and the bad",2021-10-04T20:45:45Z,0.0666666666666667
lVGJxaogu5A,UCeGJni8NHzix2drVCvUzwpQ,"You should make a malay subtitle, i believe this video will be good for malaysian",2021-10-05T11:38:23Z,0.7
lVGJxaogu5A,UC5bsGx4K_YJHZVWFeBKM5bg,"""This is not History, the last school closed in 1996.""   I find that sentence confusing.",2021-10-05T09:34:17Z,-0.13333333333333333
lVGJxaogu5A,UCXYsztPw0Ca4zTeiYPbUCNg,"at minutes 3.54, Alize said ""Someone can be both Malay--a dominant group -- and Christian"".  as far as i remember Malays cannot be Christians.  Lina Joy went to court because she wanted to be identified as a Malay Christian but she lost her case...😊",2021-10-05T07:39:28Z,0.225
lVGJxaogu5A,UC8Jej1yIoWrOAYzQQHDamMQ,❤ from 🇲🇾 to the CrashCourse Geography team!,2021-10-04T23:09:37Z,0.0
lVGJxaogu5A,UCZguWNFtSjclJtKn8ateT3w,Whoaaa. Malaysia make it to Crash Course Geography! A mix Malay-Chinese Malaysian here.,2021-10-04T20:40:10Z,0.0
lVGJxaogu5A,UCZMjO1AcM7Pw_pSD4MyKtwA,Great video!,2021-10-04T20:19:16Z,1.0
lVGJxaogu5A,UCn--LDLaA_buQsnS70by7JQ,I am Indonesian Muslim. I promise i will always welcoming refugees as long as the dont disrupt my values. Refugees are welcome here...,2021-10-05T09:33:44Z,0.375
lVGJxaogu5A,UC2X58-yIFzMhCRrLhno2Dfw,"Loving the series, from Hanoi Vietnam ;)",2021-10-05T13:31:43Z,0.425
lVGJxaogu5A,UCwnZDEgzwD5CQTuBzv2WXaA,6:55 People adopt a culture that they look up to. People make fun of a culture that they look down on. Cultural appropriation is not a negative thing. Cultural degradation is.,2021-10-04T21:34:21Z,0.09888888888888887
lVGJxaogu5A,UCubyH_UT73nBbS80ZcUjf5A,Is that bonjour hello thing true because when I was in Canada I never heard anyone say that (Although I was in Alberta),2021-10-04T21:24:40Z,0.35
lVGJxaogu5A,UCZsezi1lCJjgJIrXRgfa4rQ,As I understand it is mostly a montreal thing/urban Quebec.,2021-10-04T21:39:51Z,0.5
lVGJxaogu5A,UC-NNFVj4Nl5b-0uKgu2BYsA,could you please do the crash course of HISTORY OF ART???😍😍😍😍❤️❤️I woul be very happyHISTORY OF ART,2021-10-05T07:18:47Z,0.2
lVGJxaogu5A,UCdh_tvt3xU6kKf-owrTda8w,"I figured you'd have enough culture shock just seeing milk in plastic bags, eh?",2021-10-04T22:56:38Z,0.0
lVGJxaogu5A,UClE2orcPtcgWYy2iWj4KVQg,another great video :DD,2021-10-04T20:58:10Z,0.8
lVGJxaogu5A,UC905iC4Zc-fmjZsVry-uKiw,Hello big like thanks for this good video see you later my friend top quality 🙏 👍,2021-10-04T21:09:19Z,0.27999999999999997
lVGJxaogu5A,UCQsfQ3jtf4gGoohlDsxF8SA,"This explains perfectly why the topics of race, culture and ethnicity are very hard to talk about. Thank you.",2021-10-04T21:01:56Z,0.3104166666666667
lVGJxaogu5A,UC4JMPc3k-tvz1_HBhPGnLjQ,I see Malaysia flag I CLICK ✨✨,2021-10-05T09:57:25Z,0.0
lVGJxaogu5A,UChOuO7i-SmPnbi5HkXAs5bA,We live in a society.,2021-10-04T20:18:21Z,0.13636363636363635
lVGJxaogu5A,UCHPZnlLCKc8fVF_R0YpczXA,I saw my country flag that why I’m here,2021-10-05T16:28:09Z,0.0
lVGJxaogu5A,UCwAlQRZsgOrBC-jZ5Z0BmAQ,Suddenly i felt like this image are from Tamil India not kuala lumpur Malaysia 3:22,2021-10-05T16:52:05Z,0.0
lVGJxaogu5A,UCbl99yhD--0Op5E0F0VGZUw,👏👏🖖,2021-10-04T23:17:58Z,0.0
lVGJxaogu5A,UCfLVzUd3lByyMO8B2lEMuTg,Great video good shit crash course,2021-10-04T20:56:47Z,0.43333333333333335
lVGJxaogu5A,UC1OcowimwtlNNjL6-LDsnLA,"GL Wiley Opportunity Center High School, Waco, Texas! We watch EVERY DAY!!!!!!!",2021-10-05T17:24:12Z,0.426837158203125
lVGJxaogu5A,UCtc87nUYE8NelbYiiwZXomw,Unconditional Love 101,2021-10-04T20:51:40Z,0.5
lVGJxaogu5A,UCJ6gi3-u9jIprCLYw-GZSOQ,"So many people believe they’re the ones leaving the FIRST comment because it’s not showing them the full comment section, guess why.",2021-10-04T20:21:09Z,0.3666666666666667
lVGJxaogu5A,UCBKu-zxBV9Lo9FYVOoKMjQw,🇲🇾,2021-10-05T16:00:17Z,0.0
lVGJxaogu5A,UC0ar3cIlolX1UWtakdr_zfA,Yeay...Malaysia🇲🇾🤘,2021-10-05T07:54:31Z,0.0
lVGJxaogu5A,UC9WACQ8gXgmwfN3XRCyu74A,Except one cannot be Malay and Christian at least not officially,2021-10-05T10:38:22Z,-0.15
lVGJxaogu5A,UCWWv_NCMUYCxfiwJvPceT2Q,"""This is not history"" Aauhhh, technically 20 years is the accepted ""This is history"" deadline.",2021-10-04T20:57:32Z,0.0
lVGJxaogu5A,UCm6vuaLurf5JkXOZqgvlFVw,It’s still recent enough tho folks still alive to carry the memory.  And the mental scars. Trauma can also be carried down through generations so the “history” is still very much affecting people today.,2021-10-04T22:37:26Z,0.017407407407407403
lVGJxaogu5A,UCmS-7hIv2gMZRtKPjWg91fQ,❤️🇲🇾,2021-10-04T20:40:21Z,0.0
lVGJxaogu5A,UCNICRapke64MWywUfELairA,@10:04 ...and the Bahai's in Iran,2021-10-04T23:30:51Z,0.0
lVGJxaogu5A,UCtTSzAD402xo_shY024-6mg,♥ ♥,2021-10-04T20:02:40Z,1.0
lVGJxaogu5A,UCy4RgK39ZgrO5v6wH9HjglA,The comments are going to be wild.☠,2021-10-04T21:24:23Z,0.0
lVGJxaogu5A,UCf-2M3ZYGkA9KfqYDzkL1Aw,❤,2021-10-04T20:07:20Z,0.0
lVGJxaogu5A,UCvXfD_1j2p22qqHtf__uiXQ,If you go to any other part of Canada the culture is basically the same haha. It's just the east coast that is different.,2021-10-04T20:03:19Z,0.018750000000000003
lVGJxaogu5A,UCJM3WDHSorKIlSsivQ_KFRg,"It definitely changes...dialect thoughts, beliefs, etc. It's a lot more diverse than you think...than Canada even thinks.",2021-10-04T20:47:30Z,0.25
lVGJxaogu5A,UCvXfD_1j2p22qqHtf__uiXQ,"@Chad B well newfoundland and nova Scotia do have their own unique customs and dialects, New Brunswick is officially bilingual, so other than Ontario the east is quite different from the rest of Canada.",2021-10-04T20:42:31Z,0.19727272727272727
lVGJxaogu5A,UCuVLWXbVjra1vUpjwPI3WPA,"There are still distinct differences from BC, to Alberta, to the prairies, to Ontario. Each has various different viewpoints and priorities.",2021-10-04T20:41:32Z,0.09999999999999999
lVGJxaogu5A,UCgA2R04bfSIWtg_B2Mdvk3w,The east coast isn't that different than the rest of Canada,2021-10-04T20:12:53Z,0.0
lVGJxaogu5A,UCNZ0_n2OL-MvnPHkKUFyunQ,Bonjour hi! Makes purist french goes nut in Montreal :D,2021-10-05T18:08:40Z,0.5
lVGJxaogu5A,UCT1mwEr9W2qByx0IXv8LP8Q,JTLYK Majority the Malay can’t be a Christian in Malaysia Because there are kinda strict law of Islam,2021-10-05T17:07:17Z,0.0
lVGJxaogu5A,UCKbcr1EYKnVzJ9OMX6Yn2IQ,I thought YouTube was down too for a second but turns out I'm just the first comment,2021-10-04T20:07:01Z,0.03148148148148147
lVGJxaogu5A,UCM4i4iEjYMzF6xKeqepCzzg,I think you mixed up YouTube with Facebook for a moment there... 😃,2021-10-04T21:15:50Z,0.0
lVGJxaogu5A,UCkbAAt-TqPyCKBOEJxFkb-g,But you weren't genius,2021-10-04T20:40:10Z,0.0
lVGJxaogu5A,UCSg5PvfaOk9Ag-Nm_iMsOXw,"""Because culture is always changing. ""  So it is transient, impermanent and therefore not of any lasting value.",2021-10-04T20:19:32Z,0.0
lVGJxaogu5A,UCmzof3NQK3Poa5VNUB6NVoQ,"There you go using logic and reasoning again, we just can't have that now! 😉",2021-10-04T21:43:33Z,0.0
lVGJxaogu5A,UCg98HjAkLZYTTextnVm7Zww,How can we apreciate diverse cultures when we are supposed to mishmash it all together?,2021-10-04T21:26:31Z,0.0
lVGJxaogu5A,UCDfk-LMZKt3gNCsgqPqadYA,DiVErSITy IS oUr StReNgTh,2021-10-04T20:03:35Z,0.0
lVGJxaogu5A,UCuBXF1gtEPAPP_CRjVHWE1A,"Most of the time yeah, but who gives a shit about the 95% of the time where things are fine and most people barely even notice the differences.",2021-10-04T21:06:05Z,0.25333333333333335
lVGJxaogu5A,UCGmDvK8wmOdRfRlCa6xcM1A,It is.,2021-10-04T20:58:58Z,0.0
lVGJxaogu5A,UCt5VSmxJfixGFZ5qSAkC1cA,Whut?,2021-10-04T20:47:28Z,0.0
lVGJxaogu5A,UCRHVRZ1E-BgRVS7BROnDViw,...but only if we're all the same...,2021-10-04T20:36:23Z,0.0
lVGJxaogu5A,UCiCBjiHdCXzRbwMd3Yuj52g,yes?,2021-10-04T20:34:11Z,0.0
lVGJxaogu5A,UCM8uSGHa76_HhW2FLWYWnbw,Why the dislikes? Which of the scientifically proven facts presented in this video hurt conservatives this time?,2021-10-05T13:40:37Z,0.0
lVGJxaogu5A,UCaKivkxwcoi7oBgtHMxLh6w,I do find the cannibalistic cultures of Papua New Guinea and the Amazon quiteequal and beautiful to that of the western civilization #RefugeesWelcome,2021-10-04T22:08:37Z,0.3287878787878788
lVGJxaogu5A,UCaFk1AuHjyl3D5x5KvpEp6A,StopAsianHate,2021-10-04T21:11:33Z,0.0
lVGJxaogu5A,UCnHLZbARnD-0X2V2_q5V94Q,1st comment,2021-10-04T20:02:23Z,0.0
lVGJxaogu5A,UCMmBUaQEE1wOngJpSjIgxDA,The Bell Curve.,2021-10-04T20:04:13Z,0.0
lVGJxaogu5A,UCzQkCun1-kgmWPosEFSDDSw,what does that shit have to do with this,2021-10-04T21:26:39Z,-0.2
lVGJxaogu5A,UCIOddDNJTzTwmWtRw4BSq_g,I have an 80 iq and what is this,2021-10-04T21:05:15Z,0.0
lVGJxaogu5A,UCiCBjiHdCXzRbwMd3Yuj52g,has been debunked,2021-10-04T20:34:23Z,0.0
lVGJxaogu5A,UCCysvwfBPvckraWKCh_Ba4A,What?,2021-10-04T20:22:26Z,0.0
lVGJxaogu5A,UCwc9m6cZbwH94yVGVEgkWeg,Are you talking about IQ?,2021-10-04T20:21:00Z,0.0
lVGJxaogu5A,UCFyOjL5hz3_xblLQgwnBudg,first,2021-10-04T20:02:18Z,0.25
lVGJxaogu5A,UCSB751pw4-OLiz8Qv77-KSw,First,2021-10-04T20:02:44Z,0.25
lVGJxaogu5A,UC3_Ph10EsD0P8_0iZ1619xQ,"Great video, but the Uyghers have not been proven to be suffering any sort of genocide.",2021-10-04T20:54:56Z,0.8
lVGJxaogu5A,UCroVaT-aqYdMZMjI6DRt0sg,"Prove it. As far as we know, the authoritarian Chinese government is committing a genocide.",2021-10-04T22:13:38Z,0.05
lVGJxaogu5A,UCFoYHhbqC1smy_4LBB-d7bw,Didn’t want to mention black Americans huh 😒,2021-10-04T20:58:43Z,-0.16666666666666666
lVGJxaogu5A,UCb102HO_pL2DEojtd3X0Pfw,what would you have wanted them to include?,2021-10-04T21:54:41Z,0.0
JjIgNfURISY,UCx2n57XEGQ-Y8n8wKYf69HA,Questions answered in this video  Were these actions in history the reason why we continue to have and develop biological warfare now? Also what laws or what  exactly is stopping folks in power to stop them from using these methods again? Why do we continue to develop these biological weapons ?   Loved this informative video,2021-10-05T21:00:42Z,0.475
JjIgNfURISY,UCDZsK4beNIwUR7TDZifJDlg,loved the little parks and rec animation with the government simulation!!,2021-10-05T20:59:50Z,0.20351562499999998
JjIgNfURISY,UCwiDZJhGOr-ScmWM5KXyS4A,I love how Corona brought up topics like this,2021-10-05T20:33:15Z,0.5
JjIgNfURISY,UC34O4awCallAWhpIiVEGpCg,Hmmmmm.. very fitting given the current times we’re living in.,2021-10-05T20:33:03Z,0.325
JjIgNfURISY,UCCzDfO0mjRtygUN0J5OAOAQ,cant wait to watch this,2021-10-05T20:33:02Z,0.0
JjIgNfURISY,UC7WWY55vRdddnkUNEcUGO7g,"Who actually cares about being first lol. Seriously... all I care about is what I'm able to take away and relate to in these videos. To each his own, I guess 🤷🏽‍♂️ Great video Crash Course!",2021-10-05T20:56:41Z,0.4023809523809524
JjIgNfURISY,UCf-2M3ZYGkA9KfqYDzkL1Aw,❤,2021-10-05T20:30:55Z,0.0
JjIgNfURISY,UCCO_TRcKQWmBaBqAFrDdq_A,Classic Mongols and classic English.,2021-10-06T05:42:38Z,0.1111111111111111
JjIgNfURISY,UCsg84vEYNLrgWIXVoKmOsXA,1st,2021-10-05T20:30:51Z,0.0
JjIgNfURISY,UCIDZnnr7GJNSVLLt9FRpcbQ,First,2021-10-05T20:31:15Z,0.25
JjIgNfURISY,UC9wrpMPpljHxs7wwrlDn35g,1st,2021-10-05T20:31:16Z,0.0
JjIgNfURISY,UCzJSccdNh6gRTHNCMntOVlw,2nd,2021-10-05T20:33:20Z,0.0
JjIgNfURISY,UCwqc04bbDYI7-6wj9IDERfQ,First,2021-10-05T20:30:54Z,0.25
ocbAfpjibr4,UCcYHwYJZEHugBMMU94LTC4A,"This series is helping to fill a HUGE gap in my education. Better late, than never. Thank you.",2021-10-09T01:38:12Z,0.20000000000000004
ocbAfpjibr4,UCpYtQIA3uL-yhwokuviS8Og,I'm not even American but crash course keeps expanding my view of the world,2021-10-08T22:06:07Z,0.0
ocbAfpjibr4,UC2mOATZj1-6jWU3WIKPST8Q,"It's amazing how one woman was able to do so much back then, her bravery and determination is admirable and an inspiration.",2021-10-09T07:01:47Z,0.3666666666666667
ocbAfpjibr4,UCsx9eLGcfiCYfkliQ7M7TgA,"I watched this because I knew some of her writing, and even though the host tried to stay neutral this somehow hit harder.   I'm white and under 50, but I was fortune enough to have a college professor who didn't balk in the face of criticism even in Atlanta. And I recommend anyone with any critical thinking skills read her work. She isn't perfect just like any person is a product of her time but I think she is amazing. More so than many Americans American writers around her time.",2021-10-09T08:49:55Z,0.2777777777777778
ocbAfpjibr4,UCGF3XaOt6WyseC7QJ1t4Ybg,"So Ida Wells was the original Rosa Parks, who stood up against bus seating discrimination and helped organize the Montgomery bus boycott against bus segregation laws. Very fascinating stuff. Hope one day she too will get covered on this channel.",2021-10-09T01:57:47Z,0.6425
ocbAfpjibr4,UCX5j0TyMUaQBIkJWJdLdPEQ,"Thank you for making such a detailed and accessible resource. It is much easier to know where we're going when we know where we've been; though I'm not American, the US continues to have a huge influence on the world.  I can't imagine it's always easy to present something so deeply unfair in your own culture. I'm still distrustful of the way British intervention has caused the region of many of my ancestors - India - to be at such great odds with itself.",2021-10-09T09:25:38Z,0.2291666666666667
ocbAfpjibr4,UCw5METSJ3_UtxKsOoi4E8QQ,Amazing content!  I thought I knew a bit but I have learned so much more,2021-10-08T22:10:40Z,0.625
ocbAfpjibr4,UCBzYnuQQYnqBsIOszVOc8Hw,"To give a timestamp, the Emancipation Proclamation was issued by 16th president Abraham Lincoln when she was only 6 months old in 1863.",2021-10-08T22:10:29Z,0.05
ocbAfpjibr4,UCqlDFrTxA7S1PENDPG2KYNQ,"A well done episode as always. Clint really captures the gravity of such horrible acts, it is sad to know how recent this is in human history.",2021-10-09T03:47:44Z,-0.21666666666666667
ocbAfpjibr4,UCE8cj4D1gPZr1KXrrWQSyMg,"So grateful for these Black American History Crash courses! I can’t believe people gave this a thumbs down. For some reason, truth ruffles people’s feathers. ☺️",2021-10-09T02:08:20Z,-0.10740740740740741
ocbAfpjibr4,UCCzhyWH1hiOyKwrH8y6sAdw,She should be commemorated on our currency. What a brave person!!,2021-10-09T03:07:16Z,1.0
ocbAfpjibr4,UCRHdIwhRhCPnZNe8_2wQUlg,"I like the spotlight episodes. It gives some faces and stories to what is sometimes presented as a list of facts and dates.  The facts and dates are important, don't get me wrong, but it's good to hear about the people who tried to make a difference also.",2021-10-09T00:34:50Z,0.19999999999999998
ocbAfpjibr4,UCIy4zZcJdZdwnII28s7JFmw,every video he does is amazing. I always enjoy learning more about my ancestors. Thank you,2021-10-09T00:37:16Z,0.5
ocbAfpjibr4,UCC9scAYpk65mHWcOunfXXPw,as an Australian I know very little about any US history... but now I know why Buddy Guy sings so passionately about Miss Ida B. I had wondered who she was!,2021-10-09T10:24:18Z,-0.10208333333333335
ocbAfpjibr4,UC73-GI2p9jrrPJFcYYhooqA,Ida B. Wells is a queen! I clicked because I recognized the name but couldn't remember. I wrote about her in my BLM project!,2021-10-09T03:35:31Z,0.0
ocbAfpjibr4,UCexmdE_HQCt2iepQiqRZ68A,She is a hero of mine! Thank you to whoever publishes this informational channel! You are now a hero of mine! The ignorance is what keeps hate because whoever hears these editions you are providing can not not see how wrong black people came up here! She was birthed in heaven one year after my grandmother was born. She went out like an Ida B Wells. She believed in the barter system and helped the black community that way and she believed in green leaves and I told her about Jesus before she died. I know she will be in heaven when I hopefully get there. She was told by her husband that it’s better not to know Jesus.,2021-10-09T09:24:19Z,-0.22916666666666666
ocbAfpjibr4,UCMj_xzk7FcNYa2eJhoiR4Xg,Thank your for these important lessons!,2021-10-09T00:51:39Z,0.5
ocbAfpjibr4,UCJR1CB6Q2WSduYnopPt094g,"Great Video! Never heard about her, but I'm so glad you gave her her own episode.",2021-10-09T10:13:00Z,0.7000000000000001
ocbAfpjibr4,UCVNN7zZ_x464H6NMuH2zPfQ,Thanks this is such a cool story! True legend,2021-10-09T03:21:04Z,0.24687499999999998
ocbAfpjibr4,UCNE44Z5EEUS2UakJSNNR3FA,"Great video, as are all the previous ones.",2021-10-09T00:47:54Z,0.3166666666666667
ocbAfpjibr4,UCfST0QtBa8xhgOuvYsOEbrg,Amazing woman! ❤️,2021-10-09T04:00:04Z,0.7500000000000001
ocbAfpjibr4,UCKPUCPbriu2gZqOavXX4vCw,Thank you for this content!,2021-10-09T03:29:51Z,0.0
ocbAfpjibr4,UCmmEqsi6JOd-hKoXuz00tZA,Good luck petitioning Woodrow Wilson for civil rights and racial equality.,2021-10-09T02:00:26Z,0.7
ocbAfpjibr4,UCoGU1jIZw574Z0jC0gUtyLw,In love this series,2021-10-09T02:02:02Z,0.5
ocbAfpjibr4,UCIlnd06iFA0u_cYGhA0dMig,This HBCU grad (XULA) thanks you for your continued good work.,2021-10-09T01:28:34Z,0.44999999999999996
ocbAfpjibr4,UClheGP8vSygf0e4UnR2dSFA,She died on my birthday in the city I was born….,2021-10-09T00:52:03Z,0.0
ocbAfpjibr4,UCQRDX0_bEdGRbUXCVLiQsdg,Thank you.,2021-10-09T00:53:43Z,0.0
ocbAfpjibr4,UCJIt-qj67w8XM1JKeZOm1RA,Excellent,2021-10-09T08:43:40Z,1.0
ocbAfpjibr4,UCxxvD_MUVZ6P0j57mm1JJ0g,"Question, why did she skip Ted Roosevelt? He was certainly more amendable to civil rights for African Americans than McKinley or Wilson (granted, not exactly a high bar), but his meeting with Booker T. Washington was largely unproductive. Am I wrong about something or missing information?  In any matter, thank you for the program and keep on keepin on.",2021-10-09T07:06:12Z,-0.010952380952380963
ocbAfpjibr4,UCuLppeDbQZaPZ5ALlp4ZVnA,How stylish,2021-10-09T05:57:03Z,0.5
ocbAfpjibr4,UCNpsV4dE4l8hzEg8wahWKkg,this good,2021-10-09T05:39:34Z,0.7
ocbAfpjibr4,UCb0Z2VSGm1AzZ_VeMEeoCDQ,"Ida B Wells, more like Ida Bae Wells, amirite?  EDIT: The kids don't say ""bae"" anymore, do they? 😥",2021-10-09T00:36:43Z,0.5
toEnT4C2uNI,UC2JBaPA4aKxD3qa7j6l7llQ,"The sensitivity and specificity issue reminds me of how the home COVID tests are often slandered for “inaccuracy” but those two things are never talked about. My niece had a COVID scare this summer and I suggested checking if the home test was more likely to give false positives or false negatives while waiting on lab results for an impatient workplace. I suggested doing the home test if false positives were more likely just so the could be home in the event the lab test was positive (she was negative, but also bronchitis sucks too, alas).",2021-10-13T17:55:01Z,-0.09772727272727277
toEnT4C2uNI,UCq0eL_8nDKB4Bkcuf1ROZQA,This is one of my fave courses because it's interdisciplinary. ☺️,2021-10-13T02:54:08Z,0.0
